Name,Popularity,Followers,Genres,Average_top_song_length_in_min,Spotify_ID,Spotify_URL
Willem,49,16135,"['neue deutsche welle', 'nederpop']",3.46,0QuIRxRWYAl4oRHSQYCYds,https://open.spotify.com/artist/0QuIRxRWYAl4oRHSQYCYds
W&W,76,944720,"['big room', 'edm']",2.49,2rTo8KIkBTFjQS7VvaKYQ4,https://open.spotify.com/artist/2rTo8KIkBTFjQS7VvaKYQ4
Lil Tecca,84,10048676,"['melodic rap', 'rap']",2.33,4Ga1P7PMIsmqEZqhYZQgDo,https://open.spotify.com/artist/4Ga1P7PMIsmqEZqhYZQgDo
White Noise Radiance,85,36620,[],6.0,0QUBaF6Rtta4TTmxYYfzux,https://open.spotify.com/artist/0QUBaF6Rtta4TTmxYYfzux
Stevie Wonder,78,7090930,"['motown', 'classic soul', 'soul']",3.65,7guDJrEfX3qb6FEbdPA5qi,https://open.spotify.com/artist/7guDJrEfX3qb6FEbdPA5qi
WizTheMc,79,210379,[],2.69,3ebS2RuCq8QeLyndUDmgB5,https://open.spotify.com/artist/3ebS2RuCq8QeLyndUDmgB5
Xania Monet,62,53980,[],3.46,0YIEJNJUCsjzeWwj8Xh2LD,https://open.spotify.com/artist/0YIEJNJUCsjzeWwj8Xh2LD
xaviersobased,66,203017,"['cloud rap', 'underground hip hop']",1.93,2oM7LMPFu882oC6jSwEqjd,https://open.spotify.com/artist/2oM7LMPFu882oC6jSwEqjd
XXXTENTACION,87,51375952,['emo rap'],2.34,15UsOTVnJzReFVN1VCnxy4,https://open.spotify.com/artist/15UsOTVnJzReFVN1VCnxy4
XG,73,2279149,['k-pop'],3.24,0LOK81e9H5lr61HlGGHqwA,https://open.spotify.com/artist/0LOK81e9H5lr61HlGGHqwA
Xavier Rudd,64,807112,[],4.74,5lbM4g6bhxjNX7R5QHP2nD,https://open.spotify.com/artist/5lbM4g6bhxjNX7R5QHP2nD
X CLUB.,49,31948,['hard house'],4.01,4CYPaFp9yDrNduNptv0DPQ,https://open.spotify.com/artist/4CYPaFp9yDrNduNptv0DPQ
XLOV,64,362389,['k-pop'],3.04,2b8aDRZFgUGWiUGchpWsyC,https://open.spotify.com/artist/2b8aDRZFgUGWiUGchpWsyC
Xavier Wulf,71,1141504,"['cloud rap', 'underground hip hop', 'emo rap']",2.66,3uo0ix4Y67XHVWBhXXIY1S,https://open.spotify.com/artist/3uo0ix4Y67XHVWBhXXIY1S
Xzibit,68,2222075,"['west coast hip hop', 'gangster rap', 'g-funk', 'old school hip hop', 'hardcore hip hop', 'hip hop']",3.97,4tujQJicOnuZRLiBFdp3Ou,https://open.spotify.com/artist/4tujQJicOnuZRLiBFdp3Ou
The xx,67,3788344,[],3.44,3iOvXCl6edW5Um0fXEBRXy,https://open.spotify.com/artist/3iOvXCl6edW5Um0fXEBRXy
XRTN,39,16869,"['hard techno', 'techno', 'tekno', 'acid techno', 'hardcore techno']",4.87,5oXWx1ZjiyWTt4fhjUQgKR,https://open.spotify.com/artist/5oXWx1ZjiyWTt4fhjUQgKR
Xdinary Heroes,62,1209258,"['k-rock', 'k-pop', 'noise music']",3.52,1khChLj7REGqjM043PlYyn,https://open.spotify.com/artist/1khChLj7REGqjM043PlYyn
Xeno,29,909,[],2.75,6QNmkf3USZGhsn81cZCKre,https://open.spotify.com/artist/6QNmkf3USZGhsn81cZCKre
Xander de Buisonjé,28,26612,"['nederpop', 'hollands']",3.81,0VuP43Q70c5QRXrdgVNQXP,https://open.spotify.com/artist/0VuP43Q70c5QRXrdgVNQXP
Xerxes,36,11786,"['hollands', 'kizomba', 'nederpop']",2.96,6y1vggOkn0ekeAgqG7AZKS,https://open.spotify.com/artist/6y1vggOkn0ekeAgqG7AZKS
X Ambassadors,73,3102550,[],3.34,3NPpFNZtSTHheNBaWC82rB,https://open.spotify.com/artist/3NPpFNZtSTHheNBaWC82rB
Xavi,79,8318345,"['corridos tumbados', 'corrido', 'corridos bélicos', 'sad sierreño', 'música mexicana', 'banda', 'sierreño']",3.03,3Me35AWHCGqW4sZ7bWWJt1,https://open.spotify.com/artist/3Me35AWHCGqW4sZ7bWWJt1
Hades66,77,1695197,['trap latino'],4.16,4CQdcx66F116k2db2Y0rjE,https://open.spotify.com/artist/4CQdcx66F116k2db2Y0rjE
Xtofa,53,7954,"['afrobeats', 'afrobeat']",2.24,6p0sIjj39O6DnWpctMmNVn,https://open.spotify.com/artist/6p0sIjj39O6DnWpctMmNVn
Louis Armstrong,72,3211224,"['jazz', 'swing music', 'big band', 'vocal jazz', 'jazz blues']",3.9,19eLuQmk9aCobbVDHc6eek,https://open.spotify.com/artist/19eLuQmk9aCobbVDHc6eek
Ella Fitzgerald,70,2710743,"['vocal jazz', 'jazz', 'swing music', 'jazz blues', 'big band', 'christmas']",4.06,5V0MlUE1Bft0mbLlND7FJz,https://open.spotify.com/artist/5V0MlUE1Bft0mbLlND7FJz
X.L.T,73,1646,[],2.67,5XmANDHn1nUVL3rVyohz9t,https://open.spotify.com/artist/5XmANDHn1nUVL3rVyohz9t
TOMORROW X TOGETHER,82,11894541,['k-pop'],2.69,0ghlgldX5Dd6720Q3qFyQB,https://open.spotify.com/artist/0ghlgldX5Dd6720Q3qFyQB
YUNGBLUD,78,3108730,[],4.22,6Ad91Jof8Niiw0lGLLi3NW,https://open.spotify.com/artist/6Ad91Jof8Niiw0lGLLi3NW
Yeat,83,5923350,['rage rap'],3.05,3qiHUAX7zY4Qnjx8TNUzVx,https://open.spotify.com/artist/3qiHUAX7zY4Qnjx8TNUzVx
Yung Lean,69,1134498,['cloud rap'],3.41,67lytN32YpUxiSeWlKfHJ3,https://open.spotify.com/artist/67lytN32YpUxiSeWlKfHJ3
Young Gun Silver Fox,50,67513,"['yacht rock', 'aor']",4.13,3qQloBz05T6e0rKubNCmjG,https://open.spotify.com/artist/3qQloBz05T6e0rKubNCmjG
Yes-R,47,61696,"['nederpop', 'hollands']",3.35,26W6sq5yZeIhzfO6d8g9NJ,https://open.spotify.com/artist/26W6sq5yZeIhzfO6d8g9NJ
Young Ellens,54,77492,[],2.52,0SuC1Z51R9kleDO1pj3Gub,https://open.spotify.com/artist/0SuC1Z51R9kleDO1pj3Gub
Yssi SB,60,65587,[],2.84,0o1hCS1PDOc1UtVrcXB9s8,https://open.spotify.com/artist/0o1hCS1PDOc1UtVrcXB9s8
Young Thug,87,12284528,"['rap', 'melodic rap', 'trap']",3.54,50co4Is1HCEo8bhOyUWKpn,https://open.spotify.com/artist/50co4Is1HCEo8bhOyUWKpn
Yves Berendse,64,87931,"['hollands', 'nederpop']",3.29,7wGBPJk6sHwRCozFfhU09F,https://open.spotify.com/artist/7wGBPJk6sHwRCozFfhU09F
Yade Lauren,63,150251,[],2.91,2YkP9pfIZ6hJKeuppuz8qT,https://open.spotify.com/artist/2YkP9pfIZ6hJKeuppuz8qT
Yellow Claw,63,1044599,"['edm', 'edm trap']",2.84,47z7ZrgFoBvVpCnElCE3Zh,https://open.spotify.com/artist/47z7ZrgFoBvVpCnElCE3Zh
Yann Tiersen,66,1088196,[],2.91,00sazWvoTLOqg5MFwC68Um,https://open.spotify.com/artist/00sazWvoTLOqg5MFwC68Um
Yxng Le,51,27485,[],2.78,3Ptyea6E1lJgg6W64f0OQa,https://open.spotify.com/artist/3Ptyea6E1lJgg6W64f0OQa
Youp van 't Hek,42,18683,['comedy'],5.21,5KZPlP5jQGBF3Z1kUq2ZUP,https://open.spotify.com/artist/5KZPlP5jQGBF3Z1kUq2ZUP
Ye,67,384961,[],2.3,3NlsBPwqJuDgtXZ2rv5Dmq,https://open.spotify.com/artist/3NlsBPwqJuDgtXZ2rv5Dmq
YNW Melly,75,12609826,['melodic rap'],3.59,1cNDP5yjU5vjeR8qMf4grg,https://open.spotify.com/artist/1cNDP5yjU5vjeR8qMf4grg
Yebba,75,741545,[],3.81,1ooV8YZC1KbpEcrmI8WH0F,https://open.spotify.com/artist/1ooV8YZC1KbpEcrmI8WH0F
Sam Smith,84,26135836,['soft pop'],3.41,2wY79sveU1sp5g7SokKOiI,https://open.spotify.com/artist/2wY79sveU1sp5g7SokKOiI
Daddy Yankee,89,37627624,"['reggaeton', 'latin']",3.74,4VMYDCV2IEDYJArk749S6m,https://open.spotify.com/artist/4VMYDCV2IEDYJArk749S6m
Zach Bryan,89,7166444,"['country', 'red dirt']",3.42,40ZNYROS4zLfyyBSs2PGe2,https://open.spotify.com/artist/40ZNYROS4zLfyyBSs2PGe2
Ziggy Alberts,63,431881,['folk pop'],3.93,6tuPdaFPIytg3l2f51L7Hw,https://open.spotify.com/artist/6tuPdaFPIytg3l2f51L7Hw
Zwangere Guy,53,70105,[],3.4,2Sm4rGKWBnOQhdqDy4JJh0,https://open.spotify.com/artist/2Sm4rGKWBnOQhdqDy4JJh0
Zara Larsson,79,10839232,[],3.29,1Xylc3o4UrD53lo9CvFvVg,https://open.spotify.com/artist/1Xylc3o4UrD53lo9CvFvVg
Zaho de Sagazan,64,383405,"['french pop', 'chanson', 'variété française']",3.32,38GSybQjdc6sxptciOkxMq,https://open.spotify.com/artist/38GSybQjdc6sxptciOkxMq
Zarfani,47,26713,[],2.8,3jU0uVi2Njx9HZ59lSk3H1,https://open.spotify.com/artist/3jU0uVi2Njx9HZ59lSk3H1
Zach Top,77,703676,"['country', 'honky tonk']",3.45,4FGPzWzgjURDNT7JQ8pYgH,https://open.spotify.com/artist/4FGPzWzgjURDNT7JQ8pYgH
Zaz,67,1677659,"['chanson', 'french pop', 'french jazz']",3.36,1mbgj8ERPs8lWi7t5cYrdy,https://open.spotify.com/artist/1mbgj8ERPs8lWi7t5cYrdy
Zack Ink,45,52803,[],3.18,7uaikZmOtxXTNe5kPWv5t6,https://open.spotify.com/artist/7uaikZmOtxXTNe5kPWv5t6
Zoë Tauran,57,65785,"['nederpop', 'hollands']",2.75,5fg02ZNJViLdPyxJnRdcsi,https://open.spotify.com/artist/5fg02ZNJViLdPyxJnRdcsi
ZAYN,78,23979430,[],3.53,5ZsFI1h6hIdQRw2ti0hz81,https://open.spotify.com/artist/5ZsFI1h6hIdQRw2ti0hz81
Zucchero,67,1159500,"['italo dance', 'italian singer-songwriter']",4.51,2KftmGt9sk1yLjsAoloC3M,https://open.spotify.com/artist/2KftmGt9sk1yLjsAoloC3M
ZAH1DE,59,482667,[],2.18,3efIR8hdrilpdBfWxVrxRd,https://open.spotify.com/artist/3efIR8hdrilpdBfWxVrxRd
Zoë Livay,56,12082,"['nederpop', 'hollands']",2.71,2avtvk1ZeiEf3wZ8dE8JfE,https://open.spotify.com/artist/2avtvk1ZeiEf3wZ8dE8JfE
ZZ Top,73,4902095,"['southern rock', 'classic rock', 'blues rock', 'rock']",4.13,2AM4ilv6UzW0uMRuqKtDgN,https://open.spotify.com/artist/2AM4ilv6UzW0uMRuqKtDgN
The Killers,80,7950260,['alternative rock'],4.08,0C0XlULifJtAgn6ZNCW2eu,https://open.spotify.com/artist/0C0XlULifJtAgn6ZNCW2eu
The Smiths,82,7614677,"['new wave', 'madchester', 'jangle pop']",3.89,3yY2gUcIsjMr8hjo51PoJ8,https://open.spotify.com/artist/3yY2gUcIsjMr8hjo51PoJ8
Zerb,74,170536,['afro house'],3.04,6mDl7lQiLxT0iQ8LYhAlWy,https://open.spotify.com/artist/6mDl7lQiLxT0iQ8LYhAlWy
Black Eyed Peas,85,9409309,[],4.22,1yxSLGMDHlW21z4YXirZDS,https://open.spotify.com/artist/1yxSLGMDHlW21z4YXirZDS
ZOMBIES – Cast,78,270213,[],3.18,2L7RaHwfVU6ge64IJF8GO5,https://open.spotify.com/artist/2L7RaHwfVU6ge64IJF8GO5
